2010	2020	2030	2040	2050	2060	2070	2080	2090	2100
0	26.3855000000000	974.659100000000	4048.18300000000	11051.9800000000	14337.4700000000	15723.0900000000	16005.9900000000	16023.0200000000	16163.0300000000
0	26.3855000000000	2970.91400000000	7854.07400000000	8145.83300000000	8123.79000000000	7985.01300000000	7678.14500000000	7843.05000000000	7299.72200000000
0	26.4935000000000	1050.16200000000	5917.55500000000	10422.7400000000	12896.5800000000	14403.9500000000	15141.9800000000	15257.4400000000	15646.9100000000
0	17.8387000000000	569.448900000000	4856.97500000000	8638.60200000000	11080.9700000000	12124.9000000000	12093.7000000000	11991.5100000000	12295.5900000000
0	91.4595000000000	1594.56100000000	5093.31600000000	7329.80600000000	8278.85700000000	8608.66700000000	8703.18500000000	8763.02400000000	8824.64900000000
0	15.1697000000000	446.958400000000	3771.41900000000	5406.30200000000	6467.40400000000	7011.74800000000	6914.03800000000	6724.97000000000	6685.27000000000
0	7.39950000000000	232.814200000000	2258.21400000000	6014.14800000000	8595.18900000000	10279.2100000000	10977.7200000000	11228.7400000000	11386.5700000000
0	11.9224000000000	459.434200000000	4061.06900000000	6206.97100000000	7411.03500000000	8057.80700000000	8457.63300000000	8652.24300000000	8674.76800000000
1.35805747700000	120.085856600000	2320.88342000000	4489.99846100000	7351.51537000000	10444.5616500000	13832.1968000000	18452.6739300000	20378.7020700000	20253.6389800000
1.35805747700000	123.849049800000	2421.25524200000	4697.56652800000	7542.17747000000	10515.7474900000	13802.7358300000	18385.8892000000	20767.5270700000	23091.2660900000
0.124171269000000	282.266368000000	2570.33886100000	4858.28658600000	7985.22362700000	10843.5481600000	14679.9678100000	19381.4581600000	22888.2282800000	23617.2498000000
0.0588953830000000	0.0676254930000000	2485.53162400000	5198.63482000000	7182.85209800000	9214.07905200000	11319.3025500000	11816.8425100000	13349.1459600000	16080.0719300000
