Qmin	Rr
9881.107697	0.090072357
9425.912291	0.090118373
9210.497336	0.090164388
9443.36159	0.090187396
8786.195102	0.090210403
9227.547858	0.090233411
8381.439302	0.090256419
9244.629944	0.090302434
8002.726563	0.090325442
9033.357923	0.090348449
9487.126292	0.090371457
8826.914204	0.090394465
9270.312384	0.090417472
8024.95888	0.09044048
7473.407297	0.090463488
7129.128014	0.090486495
6966.202587	0.090509503
6807.000573	0.090532511
7856.076934	0.090555519
7316.132525	0.090578526
6657.590622	0.090601534
7501.102531	0.090624542
7155.547405	0.090647549
7690.749038	0.090670557
7162.167537	0.090693565
6998.487041	0.090716572
7343.244925	0.09073958
7004.961864	0.090762588
6228.75122	0.090785595
5947.307025	0.090808603
6851.206771	0.090831611
6694.632813	0.090854618
6240.281918	0.090877626
6700.826518	0.090900634
6246.055269	0.090923641
6398.051747	0.090946649
6251.833961	0.090969657
6403.971063	0.090992664
6257.618	0.091015672
6114.609614	0.09103868
5200.996288	0.091061687
5980.397267	0.091084695
5843.724342	0.091107703
4975.183951	0.09113071
5849.130808	0.091153718
5457.206589	0.091176726
5096.254035	0.091199733
5462.255459	0.091222741
4984.394038	0.091245749
5220.270336	0.091268756
4989.005473	0.091291764
5105.688248	0.091314772
4663.331257	0.091337779
4560.973678	0.091360787
4884.013913	0.091383795
4998.241147	0.091406802
4464.98987	0.09142981
4671.964041	0.091452818
4569.416977	0.091475825
4893.055226	0.091498833
4275.084364	0.091521841
4473.255484	0.091544848
4375.069965	0.091567856
4577.875907	0.091590864
4477.394027	0.091613871
4282.998424	0.091636879
4481.536398	0.091659887
4383.169118	0.091682894
4010.822343	0.091705902
4485.682602	0.09172891
4387.224315	0.091751917
4104.627388	0.091774925
4391.283264	0.091797933
3930.048864	0.09182094
4108.424885	0.091843948
3847.342608	0.091866956
3933.684846	0.091889963
3766.376871	0.091912971
3850.902072	0.091935979
3937.324191	0.091958986
3769.861428	0.091981994
3854.464829	0.092005002
4029.410263	0.092028009
3773.349208	0.092051017
3858.030883	0.092074025
3693.940632	0.092097032
3776.840216	0.09212004
3861.600235	0.092143048
3697.358173	0.092166055
3780.334453	0.092189063
3619.548796	0.092212071
3700.778875	0.092235078
3395.808351	0.092258086
3622.897511	0.092281094
3546.655129	0.092304101
3472.017236	0.092327109
3626.249325	0.092350117
3549.936405	0.092373124
3475.229459	0.092396132
3260.410034	0.09241914
3553.220716	0.092442147
3478.444653	0.092465155
3194.74902	0.092488163
3333.580305	0.09251117
3333.580305	0.092534178
3130.410346	0.092557186
3336.664449	0.092580193
3266.445723	0.092603201
3133.306522	0.092626209
3200.663157	0.092649216
3269.467756	0.092672224
3070.205231	0.092695232
3136.205378	0.092718239
3203.62433	0.092741247
3073.045707	0.092764255
3073.045707	0.092787262
3139.106916	0.09281027
3011.158001	0.092833278
2950.516644	0.092856285
3075.888811	0.092879293
2891.096537	0.092902301
3013.943848	0.092925308
3078.734546	0.092948316
2953.246388	0.092971324
2893.771306	0.092994331
3016.732273	0.093017339
2955.978657	0.093040347
2955.978657	0.093063354
2896.44855	0.093086362
2838.117314	0.09310937
2780.960803	0.093132377
2899.128271	0.093155385
2899.128271	0.093178393
2840.743068	0.0932014
2783.533678	0.093224408
2783.533678	0.093247416
2675.020667	0.093270423
2675.020667	0.093293431
2729.999812	0.093316439
2786.108932	0.093339446
2623.573761	0.093362454
2623.573761	0.093385462
2677.495529	0.093408469
2732.525539	0.093431477
2573.1163	0.093454485
2626.001026	0.093477492
2626.001026	0.0935005
2679.97268	0.093523508
2575.496882	0.093546516
2575.496882	0.093569523
2628.430535	0.093592531
2525.964051	0.093615539
2477.383853	0.093638546
2477.383853	0.093661554
2577.879667	0.093684562
2528.301009	0.093707569
2528.301009	0.093730577
2479.675866	0.093753585
2479.675866	0.093776592
2431.985897	0.0937996
2431.985897	0.093822608
2530.640129	0.093845615
2530.640129	0.093868623
2481.969999	0.093891631
2434.235909	0.093914638
2387.419857	0.093937646
2387.419857	0.093960654
2484.266255	0.093983661
2484.266255	0.094006669
2436.488003	0.094029677
2436.488003	0.094052684
2389.628638	0.094075692
2389.628638	0.0940987
2300.722825	0.094121707
2300.722825	0.094144715
2300.722825	0.094167723
2345.838793	0.09419073
2391.839462	0.094213738
2258.562175	0.094236746
2258.562175	0.094259753
2258.562175	0.094282761
2302.851395	0.094305769
2302.851395	0.094328776
2217.174118	0.094351784
2217.174118	0.094374792
2260.65174	0.094397799
2260.65174	0.094420807
2260.65174	0.094443815
2219.225391	0.094466822
2219.225391	0.09448983
2219.225391	0.094512838
2219.225391	0.094535845
2178.558178	0.094558853
2178.558178	0.094581861
2138.636191	0.094604868
2138.636191	0.094627876
2221.278562	0.094650884
2099.445772	0.094673891
2180.573725	0.094696899
2180.573725	0.094719907
2180.573725	0.094742914
2140.614803	0.094765922
2062.880277	0.09478893
2101.388126	0.094811937
2101.388126	0.094834945
2101.388126	0.094857953
2142.595246	0.09488096
2142.595246	0.094903968
2026.951633	0.094926976
2064.788801	0.094949983
2064.788801	0.094972991
2103.332277	0.094995999
2103.332277	0.095019006
1991.648749	0.095042014
1991.648749	0.095065022
1991.648749	0.095088029
2028.826917	0.095111037
2028.826917	0.095134045
2066.699092	0.095157052
1956.960726	0.09518006
1956.960726	0.095203068
1993.491372	0.095226075
1993.491372	0.095249083
1993.491372	0.095272091
1993.491372	0.095295098
1958.771257	0.095318106
1958.771257	0.095341114
1958.771257	0.095364121
1958.771257	0.095387129
1924.655852	0.095410137
1924.655852	0.095433144
1924.655852	0.095456152
1891.134627	0.09547916
1891.134627	0.095502167
1891.134627	0.095525175
1960.583462	0.095548183
1891.134627	0.09557119
1926.436495	0.095594198
1926.436495	0.095617206
1926.436495	0.095640213
1926.436495	0.095663221
1892.884257	0.095686229
1892.884257	0.095709236
1859.916389	0.095732244
1859.916389	0.095755252
1859.916389	0.095778259
1859.916389	0.095801267
1859.916389	0.095824275
1859.916389	0.095847282
1797.354561	0.09587029
1797.354561	0.095893298
1797.354561	0.095916305
1829.213492	0.095939313
1829.213492	0.095962321
1829.213492	0.095985328
1829.213492	0.096008336
1767.684414	0.096031344
1767.684414	0.096054351
1767.684414	0.096077359
1767.684414	0.096100367
1799.017428	0.096123374
1799.017428	0.096146382
1799.017428	0.09616939
1799.017428	0.096192397
1799.017428	0.096215405
1799.017428	0.096238413
1769.319831	0.09626142
1769.319831	0.096284428
1769.319831	0.096307436
1769.319831	0.096330443
1769.319831	0.096353451
1769.319831	0.096376459
1769.319831	0.096399466
1740.112472	0.096422474
1740.112472	0.096445482
1740.112472	0.096468489
1740.112472	0.096491497
1740.112472	0.096514505
1711.387259	0.096537513
1683.136233	0.09656052
1683.136233	0.096583528
1683.136233	0.096606536
1683.136233	0.096629543
1683.136233	0.096652551
1683.136233	0.096675559
1683.136233	0.096698566
1683.136233	0.096721574
1656.883055	0.096744582
1656.883055	0.096767589
1656.883055	0.096790597
1629.531766	0.096813605
1629.531766	0.096836612
1656.883055	0.09685962
1656.883055	0.096882628
1656.883055	0.096905635
1656.883055	0.096928643
1656.883055	0.096951651
1656.883055	0.096974658
1604.114698	0.096997666
1604.114698	0.097020674
1604.114698	0.097043681
1604.114698	0.097066689
1604.114698	0.097089697
1604.114698	0.097112704
1604.114698	0.097135712
1579.09408	0.09715872
1579.09408	0.097181727
1579.09408	0.097204735
1579.09408	0.097227743
1579.09408	0.09725075
1579.09408	0.097273758
1579.09408	0.097296766
1554.463727	0.097319773
1554.463727	0.097342781
1554.463727	0.097365789
1554.463727	0.097388796
1554.463727	0.097411804
1554.463727	0.097434812
1554.463727	0.097457819
1554.463727	0.097480827
1554.463727	0.097503835
1554.463727	0.097526842
1554.463727	0.09754985
1554.463727	0.097572858
1531.633272	0.097595865
1531.633272	0.097618873
1531.633272	0.097641881
1531.633272	0.097664888
1507.743203	0.097687896
1507.743203	0.097710904
1507.743203	0.097733911
1507.743203	0.097756919
1507.743203	0.097779927
1507.743203	0.097802934
1507.743203	0.097825942
1507.743203	0.09784895
1507.743203	0.097871957
1507.743203	0.097894965
1507.743203	0.097917973
1507.743203	0.09794098
1507.743203	0.097963988
1507.743203	0.097986996
1507.743203	0.098010003
1507.743203	0.098033011
1462.426897	0.098056019
1462.426897	0.098079026
1462.426897	0.098102034
1462.426897	0.098125042
1462.426897	0.098148049
1485.598933	0.098171057
1485.598933	0.098194065
1485.598933	0.098217072
1440.94819	0.09824008
1440.94819	0.098263088
1440.94819	0.098286095
1440.94819	0.098309103
1440.94819	0.098332111
1440.94819	0.098355118
1440.94819	0.098378126
1440.94819	0.098401134
1440.94819	0.098424141
1419.784941	0.098447149
1419.784941	0.098470157
1419.784941	0.098493164
1419.784941	0.098516172
1419.784941	0.09853918
1419.784941	0.098562187
1419.784941	0.098585195
1419.784941	0.098608203
1419.784941	0.09863121
1419.784941	0.098654218
1419.784941	0.098677226
1419.784941	0.098700233
1419.784941	0.098723241
1419.784941	0.098746249
1419.784941	0.098769256
1419.784941	0.098792264
1419.784941	0.098815272
1379.661602	0.098838279
1379.661602	0.098861287
1379.661602	0.098884295
1379.661602	0.098907302
1379.661602	0.09893031
1379.661602	0.098953318
1379.661602	0.098976325
1379.661602	0.098999333
1379.661602	0.099022341
1379.661602	0.099045348
1379.661602	0.099068356
1379.661602	0.099091364
1379.661602	0.099114371
1379.661602	0.099137379
1379.661602	0.099160387
1379.661602	0.099183394
1379.661602	0.099206402
1379.661602	0.09922941
1340.672154	0.099252417
1340.672154	0.099275425
1340.672154	0.099298433
1340.672154	0.09932144
1340.672154	0.099344448
1340.672154	0.099367456
1340.672154	0.099390463
1340.672154	0.099413471
1340.672154	0.099436479
1340.672154	0.099459486
1340.672154	0.099482494
1340.672154	0.099505502
1340.672154	0.09952851
1340.672154	0.099551517
1340.672154	0.099574525
1340.672154	0.099597533
1340.672154	0.09962054
1340.672154	0.099643548
1322.203801	0.099666556
1303.989858	0.099689563
1303.989858	0.099712571
1303.989858	0.099735579
1303.989858	0.099758586
1303.989858	0.099781594
1303.989858	0.099804602
1303.989858	0.099827609
1303.989858	0.099850617
1303.989858	0.099873625
1303.989858	0.099896632
1286.02682	0.09991964
1286.02682	0.099942648
1286.02682	0.099965655
1286.02682	0.099988663
1286.02682	0.100011671
1286.02682	0.100034678
1286.02682	0.100057686
1286.02682	0.100080694
1286.02682	0.100103701
1286.02682	0.100126709
1286.02682	0.100149717
1286.02682	0.100172724
1286.02682	0.100195732
1286.02682	0.10021874
1286.02682	0.100241747
1286.02682	0.100264755
1286.02682	0.100287763
1286.02682	0.10031077
1268.31123	0.100333778
1251.996926	0.100356786
1251.996926	0.100379793
1251.996926	0.100402801
1251.996926	0.100425809
1251.996926	0.100448816
1251.996926	0.100471824
1251.996926	0.100494832
1268.31123	0.100517839
1268.31123	0.100540847
1251.996926	0.100563855
1251.996926	0.100586862
1251.996926	0.10060987
1251.996926	0.100632878
1251.996926	0.100655885
1251.996926	0.100678893
1251.996926	0.100701901
1251.996926	0.100724908
1251.996926	0.100747916
1251.996926	0.100770924
1234.750114	0.100793931
1234.750114	0.100816939
1234.750114	0.100839947
1234.750114	0.100862954
1234.750114	0.100885962
1234.750114	0.10090897
1234.750114	0.100931977
1234.750114	0.100954985
1234.750114	0.100977993
1234.750114	0.101001
1218.867507	0.101024008
1218.867507	0.101047016
1218.867507	0.101070023
1218.867507	0.101093031
1218.867507	0.101116039
1218.867507	0.101139046
1218.867507	0.101162054
1218.867507	0.101185062
1218.867507	0.101208069
1218.867507	0.101231077
1203.189198	0.101254085
1203.189198	0.101277092
1203.189198	0.1013001
1203.189198	0.101323108
1203.189198	0.101346115
1203.189198	0.101369123
1203.189198	0.101392131
1203.189198	0.101415138
1203.189198	0.101438146
1203.189198	0.101461154
1203.189198	0.101484161
1187.71256	0.101507169
1187.71256	0.101530177
1187.71256	0.101553184
1173.519705	0.101576192
1173.519705	0.1015992
1173.519705	0.101622207
1173.519705	0.101645215
1173.519705	0.101668223
1173.519705	0.10169123
1187.71256	0.101714238
1187.71256	0.101737246
1173.519705	0.101760253
